global_index,Fluor_690-_total_raw,Fluor_690-_background,Fluor_627-673_total_raw,Fluor_627-673_background,Fluor_585-625_total_raw,Fluor_585-625_background,Fluor_550-570_total_raw,Fluor_550-570_background,Fluor_500-550_total_raw,Fluor_500-550_background,Fluor_426-446_total_raw,Fluor_426-446_background,Fluor_426-446_background_lowess,Fluor_500-550_background_lowess,Fluor_550-570_background_lowess,Fluor_585-625_background_lowess,Fluor_627-673_background_lowess,Fluor_690-_background_lowess,Fluor_426_shading,Fluor_426-446_shading,Fluor_426-446_shading_corrected,Fluor_500-550_shading,Fluor_500-550_shading_corrected,Fluor_550-570_shading,Fluor_550-570_shading_corrected,Fluor_585-625_shading,Fluor_585-625_shading_corrected,Fluor_627-673_shading,Fluor_627-673_shading_corrected,Fluor_690-_shading,Fluor_690-_shading_corrected,selection_example_CD3_positive_cells_batch_0,selection_example_HLA-DR_positive_cells_batch_0,selection_example_CD16_positive_cells_batch_0,selection_example_CD14_positive_cells_batch_0,selection_example_CD56_positive_cells_batch_0,selection_example_CD19_positive_cells_batch_0,selection_example_autofluor_positive_cells_batch_0,selection_example_CD123_positive_cells_batch_0,selection_example_CD45_positive_cells_batch_0,selection_example_CD3_positive_cells_batch_1,selection_example_HLA-DR_positive_cells_batch_1,selection_example_CD16_positive_cells_batch_1,selection_example_CD14_positive_cells_batch_1,selection_example_CD56_positive_cells_batch_1,selection_example_CD19_positive_cells_batch_1,selection_example_CD123_positive_cells_batch_1,selection_example_CD45_positive_cells_batch_1,selection_example_autofluor_positive_cells_batch_1,CD45_single_antibody_model_unmixed,autofluor_single_antibody_model_unmixed,CD123_single_antibody_model_unmixed,CD19_single_antibody_model_unmixed,CD56_single_antibody_model_unmixed,CD14_single_antibody_model_unmixed,CD16_single_antibody_model_unmixed,HLA-DR_single_antibody_model_unmixed,CD3_single_antibody_model_unmixed,CD123/HLA-DR/CD14_full_model_unmixed,CD3/CD19/CD56_full_model_unmixed,CD45_full_model_unmixed,CD16_full_model_unmixed,selection_lymphocytes,selection_gated_CD3_hi_CD_16_lo,selection_gated_CD16_hi_CD45_mid,selection_gated_CD16_hi_CD45_lomid,selection_gated_CD16_hi_CD45_lo,selection_gated_CD16_lo_CD45_lo,selection_gated_CD16_none_CD45_mid_and_hi,selection_gated_CD45_mid_CD_16_mid,selection_gated_CD45_hi_CD_16_lo,selection_gated_CD45_hi_CD_16_mid,selection_gated_CD45_hi_CD_16_hi
3350,82.67903900146484,78.43083190917969,139.94715881347656,131.88600158691406,165.26959228515625,156.90664672851562,88.68370819091797,86.54285430908203,431.2425842285156,415.87158203125,108.73920440673828,99.67100524902344,47.90242405368321,144.1138782103114,58.81418998382682,83.87384885344608,90.07786932373938,73.51348813155582,107.99207605893776,112.07717355821715,68.49109165368887,97.0050661978985,295.0586288899655,12.202815448215215,30.248586546019077,42.67351620654564,85.01891119617234,38.295563879159936,52.91310933076663,20.31203590558817,10.060186406480328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27.8178825378418,368.4169616699219,,,,,,,,0.0912129515409469,324.1932067871094,0.121004834882915,126.69843292236328,False,False,False,False,False,False,False,False,False,False,False
3952,90.4487533569336,72.35247802734375,113.14631652832033,92.81640625,100.68830108642578,84.8198013305664,59.1058464050293,56.07072067260742,180.272705078125,154.0888214111328,96.7642593383789,50.21669006347656,48.90530321650889,148.03005550054252,58.98761561123476,86.2501426591317,92.49129738705224,75.2056434575196,122.6629960773412,131.02798871956048,46.08760961401654,98.9878056048472,32.469466215522125,12.35903304911303,0.1182178409085776,44.49245900696091,14.46430822920208,41.655521891321285,20.14798377462704,22.927765032458844,14.822203438427984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70.18771362304689,100.29119110107422,,,,,,,,8.601563453674316,87.58837127685547,41.12266540527344,47.492958068847656,False,False,False,False,False,False,False,False,False,False,False
4207,109.8677749633789,89.78642272949219,199.3417358398437,161.74371337890625,239.4488220214844,201.251205444336,110.59514617919922,101.3603973388672,623.0528564453125,548.1884155273439,177.4690704345703,131.12446594238278,49.17089260591293,151.96149793768186,60.94227078184765,90.52050851731369,97.84553881476816,77.31658300523219,118.2251737279556,126.00065198156535,128.47917297816065,100.79725791773735,465.8890923552867,12.199392820358325,50.297117798253325,46.04617608714641,144.16371838600782,42.8077192186249,96.33991331366124,22.8134239298584,31.811001099540373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.05044174194336,553.379638671875,,,,,,,,0.0912129515409469,481.8292846679688,0.121004834882915,194.11004638671875,False,False,False,False,False,False,False,False,False,False,False
4290,100.93773651123048,77.00763702392578,145.34703063964844,95.07044219970705,133.58845520019528,82.57312774658203,70.56058502197266,58.11994171142578,224.9140014648437,131.03451538085938,92.19207763671876,47.80056762695313,48.76261108523157,147.5672107073498,58.43329331292807,88.22860447525206,95.47138091780596,76.05504199251116,120.32741414095445,122.511406750456,44.72939300038785,99.53543550923392,77.46235574707889,12.002895822693324,12.485751840421504,44.89459515914179,45.0349651460681,42.55698348352509,47.62075757385606,22.60205284726213,24.54428770825137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.4687385559082,163.76055908203125,,,,,,,,10.380568504333496,159.105712890625,69.00650024414061,14.70871353149414,False,False,False,False,False,False,False,False,False,False,False
4309,87.66899871826172,77.04129791259766,109.26001739501952,93.51032257080078,94.9460678100586,81.48910522460938,60.95797348022461,58.33267211914063,148.9866180419922,129.4447021484375,66.58027648925781,46.6729850769043,48.769061765087,147.4090438630947,59.65316029147601,85.85938251139979,92.84450142335444,74.70724734326845,110.0175284022606,121.32011224933773,18.52446918971625,96.18187769505684,1.635018460874905,12.269277300305973,1.3142145379679122,43.696296409437046,9.269005341189782,40.06419475854143,16.648560562815153,23.17876418244967,12.467354861007976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.19164657592773,72.94625091552734,,,,,,,,10.731327056884766,75.46683502197266,55.55216217041016,2.0437644124031067,False,False,False,False,False,False,False,False,False,False,False
4535,79.95003509521484,77.76661682128906,101.15705871582033,94.95784759521484,95.50159454345705,89.11457061767578,64.11565399169922,62.52418518066406,150.677490234375,139.93748474121094,50.98645782470703,46.39915084838867,49.409550794964936,155.32623830725996,62.62750585202821,89.62557444683772,95.83931000757956,76.14398851779251,116.23954346958506,120.73789923902822,1.6479632042329602,99.71896304199622,-4.647125275615744,12.286091187013865,1.496819191675408,44.60522899070951,5.871779969890354,40.07537323098816,5.39173831389379,22.56380541090823,3.7606478214059424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.921714782714844,63.46298217773438,,,,,,,,15.350160598754885,61.73772430419922,24.92020797729492,8.266392707824707,False,False,False,False,False,False,False,False,False,False,False
4821,81.32064819335938,78.20452880859375,99.97743225097656,92.31598663330078,90.0954132080078,82.48882293701172,63.98638153076172,62.08740997314453,161.43325805664062,148.721923828125,56.14491271972656,50.57991409301758,48.81309175261581,151.8100829031843,61.7113297316724,88.46944006549394,95.06735014018162,75.88449678626516,121.84506764650584,119.1750123418788,7.762679977679457,98.46873962132176,9.74195533428442,12.15718203763867,2.3125720955470204,44.242265827649526,1.6381296866306576,39.82606840546594,5.00956354812678,22.994797817568468,5.2706340100439375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35.51225280761719,73.21475982666016,,,,,,,,0.0912129515409469,66.71247863769531,14.618603706359863,41.20368957519531,False,False,False,False,False,False,False,False,False,False,False
4983,84.3948974609375,78.77397155761719,113.8876953125,105.33719635009766,109.36524200439452,101.4466781616211,61.5679817199707,59.94851303100586,207.99899291992188,194.84243774414065,67.01836395263672,55.85997009277344,47.98659865986669,141.8864908858933,56.2761346649361,86.57285364789837,93.9381292564492,76.2967123708533,131.98778104797057,140.99912670798153,17.03129560173808,105.67829178717436,62.36255950740276,12.846353290989969,5.090545618097366,45.929398403721294,22.119298688335466,42.7180230937171,18.97583423175111,23.46001958157969,7.695914598842592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32.830162048339844,131.61459350585938,,,,,,,,0.0912129515409469,115.34447479248048,0.121004834882915,66.38550567626953,False,False,False,False,False,False,False,False,False,False,False
5015,80.55863952636719,75.73861694335938,107.7231674194336,99.59745025634766,105.30554962158205,97.49420166015624,63.27885437011719,61.35021209716797,206.0157165527344,192.5224914550781,62.970191955566406,53.49137115478516,47.36093232720378,140.25226798432584,57.37242991076809,80.7156089910347,87.18256867186781,72.04835642850018,101.56416048283828,110.79619453677029,17.77634607204929,95.39915051205328,68.71731693626515,12.01792140120749,6.073404487120228,43.14164538199251,25.40581021059367,38.571410871389325,21.638449822708345,20.06181097336431,9.457465910217778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32.61510467529297,139.52621459960938,,,,,,,,0.0912129515409469,123.0390167236328,0.6950233578681946,66.46339416503906,False,False,False,False,False,False,False,False,False,False,False
6723,82.1595458984375,75.22404479980469,96.96427917480467,85.36944580078125,87.16639709472656,77.58727264404297,59.91587066650391,58.16152572631836,132.95150756835938,120.81725311279295,54.78449630737305,43.86902236938477,48.29890161665582,145.11895703647733,59.45745326602261,83.37630808637567,90.2450881041317,73.58692390532941,101.67823875844836,113.85440859880488,7.1876180256119095,96.6079868924245,-12.554882178872711,12.095981744264536,0.4683352887696968,43.41004792763916,3.891628881958928,39.273643993733934,6.95175347666214,21.465861474850165,8.903612755564051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40.942344665527344,55.9155387878418,,,,,,,,9.473121643066406,59.43590927124024,44.62876892089844,2.0437644124031067,False,False,False,False,False,False,False,False,False,False,False
7303,93.35216522216795,81.79490661621094,125.04972839355467,109.88571166992188,118.76434326171876,106.21160125732422,65.78379821777344,63.17708587646485,218.2141876220703,198.2229156494141,71.41629791259766,47.82347869873047,49.51467406655264,152.7169190807877,60.143481800255614,90.06360477495437,97.06903504389447,76.72790063976159,114.31609401366865,125.51793157189049,22.016870015466345,100.90664573112775,64.70376339796215,12.00067149662852,5.808109988816861,45.88610364246096,27.87944755390141,41.90678898865404,27.13017888321602,23.02103728441057,16.09972527633303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39.95077133178711,138.90066528320312,,,,,,,,0.0912129515409469,129.62318420410156,26.909387588500977,44.211158752441406,False,False,False,False,False,False,False,False,False,False,False
9400,86.90536499023438,78.08515167236328,103.75601196289062,90.59406280517578,89.75110626220703,77.84300231933594,58.72488021850586,56.4161262512207,145.41038513183594,126.63507843017578,60.17409896850586,41.730125427246094,49.258929844512046,153.07088584109317,61.99081603662721,90.9020101770032,98.0754173328887,77.42046849294951,117.71820354186606,127.77089974743085,10.779126101269064,100.33420083540572,-7.610869648649349,12.411150389918276,-3.2518650849764263,45.17588902722483,-1.1355457425332618,42.32340275955411,5.453706880911009,23.158613231179103,9.131054978342169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.89076614379883,56.48936080932617,,,,,,,,0.0912129515409469,57.2628173828125,38.17725372314453,20.284730911254886,False,False,False,False,False,False,False,False,False,False,False
9476,85.11611938476562,73.40679168701172,107.0228042602539,91.75700378417967,94.15728759765624,82.98416137695312,61.99828720092773,60.26308441162109,152.155029296875,136.59405517578122,71.70464324951172,46.43111801147461,49.74149934440642,155.31972483503878,62.47550418978,90.90940454134692,98.10546079898629,77.70110982973236,121.72819036848652,127.14614109272458,21.79597794471819,98.83754478294156,-3.1918032216031333,12.670992124539294,-0.4654169400809888,45.12112575990633,3.208431199577132,41.48295028570256,8.734628310376406,22.664466423808705,7.294022978433435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.53609848022461,62.76529693603516,,,,,,,,18.129169464111328,57.223365783691406,35.960357666015625,16.67935562133789,False,False,False,False,False,False,False,False,False,False,False
9523,81.92193603515625,78.25968933105469,112.90279388427734,104.61131286621094,107.61483764648438,98.91202545166016,64.89579010009766,62.76605224609375,201.369140625,186.8347930908203,56.77484512329102,49.16379165649414,49.55061406577396,155.50107215938712,61.95641010654264,89.53653463444948,95.95009398351289,76.25530271110513,122.75949588214476,125.49149549243806,7.263774770418249,99.90643974762604,45.76601429207907,12.623703707046175,2.8774371920088937,45.31031105643302,17.784140946419367,40.61500089751871,16.96020032622015,22.67961195723904,5.570451572405165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26.84588050842285,115.31967163085938,,,,,,,,0.0912129515409469,104.57633972167967,4.467442035675049,50.77790069580078,False,False,False,False,False,False,False,False,False,False,False
10755,83.51007843017578,80.56407165527344,112.3488998413086,106.4944839477539,112.4323272705078,106.55870056152344,70.87835693359375,69.44837188720703,204.2102813720703,194.83648681640625,54.17938995361328,49.07977294921875,49.74587631316719,156.16590437836928,63.9201698126097,90.68981097171918,97.26821521949906,76.67942535422085,111.20199272647665,121.58683409048815,4.600939632780751,98.0961830858718,48.82211387574605,12.170355665931073,7.065285972471132,43.07593799299028,22.498177306720308,39.31903028128075,15.584641988067998,21.958632728444147,6.9351817128959246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23.252838134765625,120.4472198486328,,,,,,,,0.0912129515409469,110.17807006835938,3.3147878646850586,48.86893844604492,False,False,False,False,False,False,False,False,False,False,False
11126,86.70853424072266,75.77708435058594,121.87882232666016,103.6028289794922,116.03082275390624,100.30976104736328,64.00186920166016,60.70183944702149,184.35255432128903,158.6678924560547,81.99836730957031,56.45035171508789,48.50329023553418,145.4703309259018,57.49838214997589,87.88304326470806,95.1610072142512,76.80722515490912,128.9619350669453,139.7230334180244,30.248093876117164,104.4122847520546,37.121508360528885,12.67158507508699,6.342379834309927,45.4217007339558,27.62186653287571,42.430381562259015,25.5860104908836,23.69752612054643,9.315164284555026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51.33212280273438,114.1208724975586,,,,,,,,32.59157943725586,102.63752746582033,34.430587768554695,12.68023681640625,False,False,False,False,False,False,False,False,False,False,False
11209,87.88754272460938,72.78783416748047,105.3269500732422,84.17256164550781,93.74410247802734,77.55134582519531,58.11751937866211,55.3932113647461,146.28562927246094,121.99349212646484,87.90318298339844,45.1818962097168,46.59085400494647,136.24489238853147,56.32791107020401,79.06158539926156,85.58481809055266,71.36764864650692,106.60293205874872,113.42334202468707,45.95812222100422,96.9736955297299,10.321379886835382,11.947248183322449,1.8510877777337,43.07464600522176,15.193263556713966,38.76823662625901,20.69171910311461,20.162882920357912,18.266508420119656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,75.84330749511719,82.38417053222656,,,,,,,,22.773468017578125,77.84671020507812,67.50515747070311,6.199737548828125,False,False,False,False,False,False,False,False,False,False,False
11586,75.41551971435547,72.03479766845703,97.41699981689452,89.57312774658203,88.15557861328125,79.74002838134766,58.39030456542969,56.56633758544922,136.87944030761722,122.85205078125,49.37870788574219,43.26251602172852,49.11950549364887,150.7996215330549,59.59539279524554,89.82483954969116,97.2786103818407,77.12306966838725,117.01129162309029,126.25543201260037,0.2590442575382552,100.45686393726852,-13.813107626951444,12.360498711924892,-1.204813325932122,45.533000857932606,-1.6340683966899647,43.03527921070479,0.1306642807176591,23.82070715289544,-1.5981578746382694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.242528915405277,50.0750617980957,,,,,,,,20.92403984069824,44.44922256469727,12.165215492248535,14.550817489624023,False,False,False,False,False,False,False,False,False,False,False
11992,69.3199462890625,66.51315307617189,83.37932586669922,77.01725769042969,71.43232727050781,65.01358032226561,50.04833221435547,48.49872589111328,117.91571044921876,107.29419708251952,47.04739761352539,42.932106018066406,45.88787512261317,128.16964296262637,53.57349989656338,78.53497914710319,84.14599338781841,71.48105811723214,116.2108780540695,136.5074685872147,1.0717853099897765,102.8103563819296,-9.942136301116197,12.513263581668683,-3.4813372632414104,45.097412242990615,-7.020065767722086,42.54834945305357,-0.7321548076832538,21.26849641329609,-2.2653815716860297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.576885223388672,50.182861328125,,,,,,,,10.057805061340332,42.979957580566406,5.837557315826416,32.85906982421875,False,False,False,False,False,False,False,False,False,False,False
12125,80.0468521118164,65.86563110351561,97.53233337402344,79.08967590332031,84.67771911621094,70.25431060791016,52.9235725402832,50.68175506591797,124.89034271240234,105.68175506591795,70.99034881591797,42.67100524902344,46.32350736617639,126.86087514121728,52.82609626176448,75.91690892886926,83.01318385303375,69.77151367189332,115.51261785978056,129.4185761866069,24.04927348919823,102.59019775587936,-1.9147136879659867,12.72641728621926,0.0946519776311385,44.86147871842386,8.704482575352158,40.846466012381846,14.44326104006788,19.92606017389523,11.496763802725894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55.72058486938477,68.30096435546875,,,,,,,,19.798620223999023,67.33839416503906,52.890098571777344,2.0437644124031067,False,False,False,False,False,False,False,False,False,False,False
12742,77.23768615722656,72.44639587402344,98.1309051513672,89.73861694335938,89.23075866699219,81.55502319335938,59.31815719604492,57.68769454956055,139.06179809570312,126.27976989746094,54.49856185913086,44.95304107666016,49.07300836012461,150.59502738774054,59.42305415069931,90.06397523155155,97.3935806570637,77.49676711391417,125.16090224119964,131.4182601380105,5.209228086248907,99.75492688649072,-11.52504671059469,12.407073722710836,-0.1044793419658646,46.04598773000482,-0.8065631491171943,42.69231884476211,0.7017581870650486,24.040232894527048,-0.2402689955024493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35.79141998291016,52.36685562133789,,,,,,,,21.28085708618164,45.5269775390625,14.137386322021484,17.654308319091797,False,False,False,False,False,False,False,False,False,False,False
